CÓDIGO SNIES DEL PROGRAMA;PROGRAMA ACADÉMICO;AÑO;SEMESTRE;INSCRITOS
90442;INGENIERÍA MECATRÓNICA;2017;2;308
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2017;2;146
0;SIN PROGRAMA ESPECIFICO;2018;2;160
101804;MAESTRÍA EN ESTUDIOS DE CIENCIA, TECNOLOGÍA, SOCIEDAD E INNOVACIÓN;2018;2;11
101977;MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN TECNOLÓGICA, COOPERACIÓN Y DESARROLLO REGIONAL;2018;2;24
102977;MAESTRÍA EN DESARROLLO SOSTENIBLE;2018;2;21
103841;MAESTRIA EN SEGURIDAD INFORMÁTICA;2018;2;29
103928;INGENIERÍA EN DISEÑO INDUSTRIAL;2018;2;177
104318;MAESTRÍA EN INGENIERÍA BIOMÉDICA;2018;2;10
104332;QUÍMICA INDUSTRIAL;2018;2;86
104682;ARTES DE LA GRABACION Y PRODUCCION MUSICAL;2018;2;155
104740;MAESTRÍA EN ARTES DIGITALES;2018;2;2
104905;MAESTRÍA EN CIENCIAS: INNOVACION EN EDUCACIÓN;2018;2;10
105852;CONTADURÍA PÚBLICA;2018;2;457
106188;INGENIERÍA DE LA CALIDAD;2018;2;139
106314;CINE;2018;2;164
106505;MAESTRÍA EN METROLOGÍA;2018;2;8
106584;MAESTRÍA EN GESTIÓN DE ORGANIZACIONES;2018;2;20
106810;TECNOLOGIA EN SISTEMAS ELECTROMECANICOS;2018;2;168
107004;TECNOLOGIA EN AUTOMATIZACIÓN ELECTRONICA;2018;2;245
15600;TECNOLOGIA EN GESTION ADMINISTRATIVA;2018;2;1899
17720;TECNOLOGIA EN INFORMATICA MUSICAL;2018;2;173
52129;INGENIERIA ELECTRÓNICA;2018;2;59
52130;INGENIERIA ELECTROMECÁNICA;2018;2;89
52131;INGENIERIA DE PRODUCCIÓN;2018;2;138
52204;INGENIERIA FINANCIERA Y DE NEGOCIOS;2018;2;225
52205;INGENIERIA DE SISTEMAS;2018;2;122
52299;INGENIERÍA DE TELECOMUNICACIONES;2018;2;71
53340;INGENIERÍA BIOMÉDICA;2018;2;315
53798;MAESTRÍA EN GESTIÓN ENERGÉTICA INDUSTRIAL;2018;2;7
53799;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2018;2;175
53800;TECNOLOGIA EN CALIDAD;2018;2;349
53801;TECNOLOGIA EN SISTEMAS DE INFORMACION;2018;2;200
53802;TECNOLOGIA EN PRODUCCIÓN;2018;2;414
53803;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2018;2;764
53806;TECNOLOGÍA EN DISEÑO INDUSTRIAL;2018;2;181
53892;MAESTRÍA EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL;2018;2;9
55018;ESPECIALIZACIÓN EN FINANZAS;2018;2;20
55019;ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2018;2;89
55072;ADMINISTRACIÓN TECNÓLOGICA;2018;2;290
6537;TECNOLOGIA EN TELECOMUNICACIONES;2018;2;73
90355;ARTES VISUALES;2018;2;98
90442;INGENIERÍA MECATRÓNICA;2018;2;376
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2018;2;320
101804;MAESTRÍA EN ESTUDIOS DE CIENCIA, TECNOLOGÍA, SOCIEDAD E INNOVACIÓN;2019;2;9
101977;MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN TECNOLÓGICA, COOPERACIÓN Y DESARROLLO REGIONAL;2019;2;13
102977;MAESTRÍA EN DESARROLLO SOSTENIBLE;2019;2;14
103841;MAESTRIA EN SEGURIDAD INFORMÁTICA;2019;2;17
103928;INGENIERÍA EN DISEÑO INDUSTRIAL;2019;2;114
104318;MAESTRÍA EN INGENIERÍA BIOMÉDICA;2019;2;10
104332;QUÍMICA INDUSTRIAL;2019;2;76
104682;ARTES DE LA GRABACION Y PRODUCCION MUSICAL;2019;2;148
104740;MAESTRÍA EN ARTES DIGITALES;2019;2;13
104905;MAESTRÍA EN CIENCIAS: INNOVACION EN EDUCACIÓN;2019;2;6
105852;CONTADURÍA PÚBLICA;2019;2;458
106188;INGENIERÍA DE LA CALIDAD;2019;2;104
106314;CINE;2019;2;145
106505;MAESTRÍA EN METROLOGÍA;2019;2;10
106584;MAESTRÍA EN GESTIÓN DE ORGANIZACIONES;2019;2;25
106810;TECNOLOGIA EN SISTEMAS ELECTROMECANICOS;2019;2;165
106973;DOCTORADO EN INGENIERÍA;2019;2;6
107004;TECNOLOGIA EN AUTOMATIZACIÓN ELECTRONICA;2019;2;72
107381;TECNOLOGÍA EN GESTIÓN DE REDES DE  TELECOMUNICACIONES;2019;2;164
107390;INGENIERIA FINANCIERA;2019;2;179
107391;CIENCIAS AMBIENTALES;2019;2;72
107423;MAESTRÍA EN ESTUDIOS DE CIENCIA, TECNOLOGÍA, SOCIEDAD E INNOVACIÓN;2019;2;9
107534;TECNOLOGIA EN SISTEMAS DE PRODUCCIÓN;2019;2;155
107535;TECNOLOGIA EN DESARROLLO DE SOFTWARE;2019;2;553
107695;ESPECIALIZACIÓN EN GESTIÓN DE SISTEMAS ENERGÉTICOS INDUSTRIALES;2019;2;13
107696;TECNOLOGÍA EN GESTIÓN ADMINISTRATIVA;2019;2;148
107943;TECNOLOGÍA EN ANÁLISIS DE COSTOS Y PRESUPUESTOS;2019;2;11
15600;TECNOLOGIA EN GESTION ADMINISTRATIVA;2019;2;853
17720;TECNOLOGIA EN INFORMATICA MUSICAL;2019;2;170
52129;INGENIERIA ELECTRÓNICA;2019;2;30
52130;INGENIERIA ELECTROMECÁNICA;2019;2;64
52131;INGENIERIA DE PRODUCCIÓN;2019;2;116
52205;INGENIERIA DE SISTEMAS;2019;2;99
52299;INGENIERÍA DE TELECOMUNICACIONES;2019;2;45
53340;INGENIERÍA BIOMÉDICA;2019;2;181
53798;MAESTRÍA EN GESTIÓN ENERGÉTICA INDUSTRIAL;2019;2;6
53799;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2019;2;155
53800;TECNOLOGIA EN CALIDAD;2019;2;305
53803;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2019;2;430
53806;TECNOLOGÍA EN DISEÑO INDUSTRIAL;2019;2;166
53892;MAESTRÍA EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL;2019;2;12
55018;ESPECIALIZACIÓN EN FINANZAS;2019;2;41
55019;ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2019;2;85
55072;ADMINISTRACIÓN TECNÓLOGICA;2019;2;219
90355;ARTES VISUALES;2019;2;71
90442;INGENIERÍA MECATRÓNICA;2019;2;189
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2019;2;166
0;SIN PROGRAMA ESPECIFICO;2019;2;1432
101977;MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN TECNOLÓGICA, COOPERACIÓN Y DESARROLLO REGIONAL;2020;2;18
102977;MAESTRÍA EN DESARROLLO SOSTENIBLE;2020;2;15
103841;MAESTRIA EN SEGURIDAD INFORMÁTICA;2020;2;9
103928;INGENIERÍA EN DISEÑO INDUSTRIAL;2020;2;99
104318;MAESTRÍA EN INGENIERÍA BIOMÉDICA;2020;2;6
104332;QUÍMICA INDUSTRIAL;2020;2;54
104682;ARTES DE LA GRABACION Y PRODUCCION MUSICAL;2020;2;115
104740;MAESTRÍA EN ARTES DIGITALES;2020;2;11
104905;MAESTRÍA EN CIENCIAS: INNOVACION EN EDUCACIÓN;2020;2;68
105852;CONTADURÍA PÚBLICA;2020;2;240
106188;INGENIERÍA DE LA CALIDAD;2020;2;67
106314;CINE;2020;2;86
106505;MAESTRÍA EN METROLOGÍA;2020;2;2
106584;MAESTRÍA EN GESTIÓN DE ORGANIZACIONES;2020;2;12
106810;TECNOLOGIA EN SISTEMAS ELECTROMECANICOS;2020;2;145
106973;DOCTORADO EN INGENIERÍA;2020;2;5
107004;TECNOLOGIA EN AUTOMATIZACIÓN ELECTRONICA;2020;2;79
107381;TECNOLOGÍA EN GESTIÓN DE REDES DE  TELECOMUNICACIONES;2020;2;155
107390;INGENIERIA FINANCIERA;2020;2;204
107391;CIENCIAS AMBIENTALES;2020;2;65
107423;MAESTRÍA EN ESTUDIOS DE CIENCIA, TECNOLOGÍA, SOCIEDAD E INNOVACIÓN;2020;2;15
107534;TECNOLOGIA EN SISTEMAS DE PRODUCCIÓN;2020;2;168
107535;TECNOLOGIA EN DESARROLLO DE SOFTWARE;2020;2;717
107695;ESPECIALIZACIÓN EN GESTIÓN DE SISTEMAS ENERGÉTICOS INDUSTRIALES;2020;2;6
107696;TECNOLOGÍA EN GESTIÓN ADMINISTRATIVA;2020;2;218
107943;TECNOLOGÍA EN ANÁLISIS DE COSTOS Y PRESUPUESTOS;2020;2;116
108394;TECNOLOGÍA EN DISEÑO Y PROGRAMACIÓN DE SOLUCIONES DE SOFTWARE COMO SERVICIO;2020;2;21
108639;TECNOLOGÍA EN DESARROLLO DE APLICACIONES PARA DISPOSITIVOS MÓVILES;2020;2;24
108789;TECNOLOGIA EN CONTROL DE LA CALIDAD;2020;2;223
15600;TECNOLOGIA EN GESTION ADMINISTRATIVA;2020;2;803
17720;TECNOLOGIA EN INFORMATICA MUSICAL;2020;2;151
52129;INGENIERIA ELECTRÓNICA;2020;2;29
52130;INGENIERIA ELECTROMECÁNICA;2020;2;48
52131;INGENIERIA DE PRODUCCIÓN;2020;2;76
52205;INGENIERIA DE SISTEMAS;2020;2;90
52299;INGENIERÍA DE TELECOMUNICACIONES;2020;2;36
53340;INGENIERÍA BIOMÉDICA;2020;2;150
53798;MAESTRÍA EN GESTIÓN ENERGÉTICA INDUSTRIAL;2020;2;7
53799;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2020;2;150
53803;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2020;2;318
53806;TECNOLOGÍA EN DISEÑO INDUSTRIAL;2020;2;118
53892;MAESTRÍA EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL;2020;2;11
55018;ESPECIALIZACIÓN EN FINANZAS;2020;2;20
55019;ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2020;2;65
55072;ADMINISTRACIÓN TECNÓLOGICA;2020;2;147
90355;ARTES VISUALES;2020;2;39
90442;INGENIERÍA MECATRÓNICA;2020;2;125
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2020;2;265
101977;MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN TECNOLÓGICA, COOPERACIÓN Y DESARROLLO REGIONAL;2021;2;11
102977;MAESTRÍA EN DESARROLLO SOSTENIBLE;2021;2;15
103841;MAESTRIA EN SEGURIDAD INFORMÁTICA;2021;2;18
103928;INGENIERÍA EN DISEÑO INDUSTRIAL;2021;2;90
104318;MAESTRÍA EN INGENIERÍA BIOMÉDICA;2021;2;4
104332;QUÍMICA INDUSTRIAL;2021;2;77
104682;ARTES DE LA GRABACION Y PRODUCCION MUSICAL;2021;2;137
104740;MAESTRÍA EN ARTES DIGITALES;2021;2;6
104905;MAESTRÍA EN CIENCIAS: INNOVACION EN EDUCACIÓN;2021;2;14
105852;CONTADURÍA PÚBLICA;2021;2;358
106188;INGENIERÍA DE LA CALIDAD;2021;2;103
106314;CINE;2021;2;124
106505;MAESTRÍA EN METROLOGÍA;2021;2;2
106584;MAESTRÍA EN GESTIÓN DE ORGANIZACIONES;2021;2;16
106810;TECNOLOGIA EN SISTEMAS ELECTROMECANICOS;2021;2;174
106973;DOCTORADO EN INGENIERÍA;2021;2;4
107004;TECNOLOGIA EN AUTOMATIZACIÓN ELECTRONICA;2021;2;91
107381;TECNOLOGÍA EN GESTIÓN DE REDES DE  TELECOMUNICACIONES;2021;2;171
107390;INGENIERIA FINANCIERA;2021;2;222
107391;CIENCIAS AMBIENTALES;2021;2;82
107423;MAESTRÍA EN ESTUDIOS DE CIENCIA, TECNOLOGÍA, SOCIEDAD E INNOVACIÓN;2021;2;13
107534;TECNOLOGIA EN SISTEMAS DE PRODUCCIÓN;2021;2;136
107535;TECNOLOGIA EN DESARROLLO DE SOFTWARE;2021;2;911
107695;ESPECIALIZACIÓN EN GESTIÓN DE SISTEMAS ENERGÉTICOS INDUSTRIALES;2021;2;10
107696;TECNOLOGÍA EN GESTIÓN ADMINISTRATIVA;2021;2;454
107943;TECNOLOGÍA EN ANÁLISIS DE COSTOS Y PRESUPUESTOS;2021;2;126
108394;TECNOLOGÍA EN DISEÑO Y PROGRAMACIÓN DE SOLUCIONES DE SOFTWARE COMO SERVICIO;2021;2;110
108639;TECNOLOGÍA EN DESARROLLO DE APLICACIONES PARA DISPOSITIVOS MÓVILES;2021;2;82
108789;TECNOLOGIA EN CONTROL DE LA CALIDAD;2021;2;150
109927;INTERPRETACIÓN Y TRADUCCIÓN LENGUA DE SEÑAS COLOMBIANA - ESPAÑOL;2021;2;155
15600;TECNOLOGIA EN GESTION ADMINISTRATIVA;2021;2;565
17720;TECNOLOGIA EN INFORMATICA MUSICAL;2021;2;141
52129;INGENIERIA ELECTRÓNICA;2021;2;32
52130;INGENIERIA ELECTROMECÁNICA;2021;2;70
52131;INGENIERIA DE PRODUCCIÓN;2021;2;92
52205;INGENIERIA DE SISTEMAS;2021;2;142
52299;INGENIERÍA DE TELECOMUNICACIONES;2021;2;33
53340;INGENIERÍA BIOMÉDICA;2021;2;173
53798;MAESTRÍA EN GESTIÓN ENERGÉTICA INDUSTRIAL;2021;2;2
53799;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2021;2;151
53803;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2021;2;329
53806;TECNOLOGÍA EN DISEÑO INDUSTRIAL;2021;2;102
53892;MAESTRÍA EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL;2021;2;8
55018;ESPECIALIZACIÓN EN FINANZAS;2021;2;44
55019;ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2021;2;100
55072;ADMINISTRACIÓN TECNÓLOGICA;2021;2;271
90355;ARTES VISUALES;2021;2;60
90442;INGENIERÍA MECATRÓNICA;2021;2;210
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2021;2;175
101977;MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN TECNOLÓGICA, COOPERACIÓN Y DESARROLLO REGIONAL;2022;2;12
102977;MAESTRÍA EN DESARROLLO SOSTENIBLE;2022;2;7
103841;MAESTRIA EN SEGURIDAD INFORMÁTICA;2022;2;10
103928;INGENIERÍA EN DISEÑO INDUSTRIAL;2022;2;229
104318;MAESTRÍA EN INGENIERÍA BIOMÉDICA;2022;2;2
104332;QUÍMICA INDUSTRIAL;2022;2;153
104682;ARTES DE LA GRABACION Y PRODUCCION MUSICAL;2022;2;378
104740;MAESTRÍA EN ARTES DIGITALES;2022;2;6
104905;MAESTRÍA EN CIENCIAS: INNOVACION EN EDUCACIÓN;2022;2;9
105852;CONTADURÍA PÚBLICA;2022;2;822
106188;INGENIERÍA DE LA CALIDAD;2022;2;218
106314;CINE;2022;2;247
106505;MAESTRÍA EN METROLOGÍA;2022;2;3
106584;MAESTRÍA EN GESTIÓN DE ORGANIZACIONES;2022;2;11
106810;TECNOLOGIA EN SISTEMAS ELECTROMECANICOS;2022;2;254
107004;TECNOLOGIA EN AUTOMATIZACIÓN ELECTRONICA;2022;2;289
107381;TECNOLOGÍA EN GESTIÓN DE REDES DE  TELECOMUNICACIONES;2022;2;303
107390;INGENIERIA FINANCIERA;2022;2;151
107391;CIENCIAS AMBIENTALES;2022;2;168
107423;MAESTRÍA EN ESTUDIOS DE CIENCIA, TECNOLOGÍA, SOCIEDAD E INNOVACIÓN;2022;2;13
107534;TECNOLOGIA EN SISTEMAS DE PRODUCCIÓN;2022;2;180
107535;TECNOLOGIA EN DESARROLLO DE SOFTWARE;2022;2;1825
107695;ESPECIALIZACIÓN EN GESTIÓN DE SISTEMAS ENERGÉTICOS INDUSTRIALES;2022;2;7
107696;TECNOLOGÍA EN GESTIÓN ADMINISTRATIVA;2022;2;293
107943;TECNOLOGÍA EN ANÁLISIS DE COSTOS Y PRESUPUESTOS;2022;2;174
108394;TECNOLOGÍA EN DISEÑO Y PROGRAMACIÓN DE SOLUCIONES DE SOFTWARE COMO SERVICIO;2022;2;128
108639;TECNOLOGÍA EN DESARROLLO DE APLICACIONES PARA DISPOSITIVOS MÓVILES;2022;2;92
108789;TECNOLOGIA EN CONTROL DE LA CALIDAD;2022;2;241
109927;INTERPRETACIÓN Y TRADUCCIÓN LENGUA DE SEÑAS COLOMBIANA - ESPAÑOL;2022;2;117
110901;ESPECIALIZACIÓN EN CIBERSEGURIDAD;2022;2;38
110902;ESPECIALIZACIÓN EN INGENIERÍA DE SOFTWARE;2022;2;29
110940;ESPECIALIZACIÓN EN GESTIÓN DEL MANTENIMIENTO INDUSTRIAL;2022;2;31
15600;TECNOLOGIA EN GESTION ADMINISTRATIVA;2022;2;692
17720;TECNOLOGIA EN INFORMATICA MUSICAL;2022;2;286
52129;INGENIERIA ELECTRÓNICA;2022;2;38
52130;INGENIERIA ELECTROMECÁNICA;2022;2;46
52131;INGENIERIA DE PRODUCCIÓN;2022;2;66
52205;INGENIERIA DE SISTEMAS;2022;2;76
52299;INGENIERÍA DE TELECOMUNICACIONES;2022;2;22
53340;INGENIERÍA BIOMÉDICA;2022;2;426
53799;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2022;2;121
53803;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2022;2;656
53806;TECNOLOGÍA EN DISEÑO INDUSTRIAL;2022;2;274
53892;MAESTRÍA EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL;2022;2;9
55018;ESPECIALIZACIÓN EN FINANZAS;2022;2;39
55019;ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2022;2;84
55072;ADMINISTRACIÓN TECNÓLOGICA;2022;2;702
90355;ARTES VISUALES;2022;2;192
90442;INGENIERÍA MECATRÓNICA;2022;2;401
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2022;2;111
55072;ADMINISTRACION TECNOLOGICA;2023;2;152
4750;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2023;2;519
104682;ARTES DE LA GRABACION Y PRODUCCION MUSICAL;2023;2;241
90355;ARTES VISUALES;2023;2;84
107004;TECNOLOGIA EN AUTOMATIZACION ELECTRONICA;2023;2;103
107391;CIENCIAS AMBIENTALES;2023;2;114
106314;CINE;2023;2;166
4277;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2023;2;123
105852;CONTADURIA PUBLICA;2023;2;544
108789;TECNOLOGIA EN CONTROL DE LA CALIDAD;2023;2;95
108639;TECNOLOGIA EN DESARROLLO DE APLICACIONES PARA DISPOSITIVOS MOVILES;2023;2;40
107535;TECNOLOGIA EN DESARROLLO DE SOFTWARE;2023;2;2040
1518;TECNOLOGIA EN DISEÑO INDUSTRIAL;2023;2;87
108394;TECNOLOGIA EN DISEÑO Y PROGRAMACION DE SOLUCIONES DE SOFTWARE COMO SERVICIO;2023;2;118
106973;DOCTORADO EN INGENIERIA;2023;2;9
110901;ESPECIALIZACION EN CIBERSEGURIDAD;2023;2;53
55018;ESPECIALIZACION EN FINANZAS;2023;2;46
55019;ESPECIALIZACION EN FORMULACION Y EVALUACION DE PROYECTOS;2023;2;88
107695;ESPECIALIZACION EN GESTION DE SISTEMAS ENERGETICOS INDUSTRIALES;2023;2;6
110940;ESPECIALIZACION EN GESTION DEL MANTENIMIENTO INDUSTRIAL;2023;2;64
111033;ESPECIALIZACION EN INGENIERIA DE SOFTWARE;2023;2;47
15600;TECNOLOGIA EN GESTION ADMINISTRATIVA;2023;2;1028
111337;TECNOLOGIA EN GESTION COMERCIAL;2023;2;39
107381;TECNOLOGIA EN GESTION DE REDES DE  TELECOMUNICACIONES;2023;2;92
17720;TECNOLOGIA EN INFORMATICA MUSICAL;2023;2;81
53340;INGENIERIA BIOMEDICA;2023;2;320
106188;INGENIERIA DE LA CALIDAD;2023;2;107
52131;INGENIERIA DE PRODUCCION;2023;2;57
52205;INGENIERIA DE SISTEMAS;2023;2;87
52299;INGENIERIA DE TELECOMUNICACIONES;2023;2;21
52130;INGENIERIA ELECTROMECANICA;2023;2;34
52129;INGENIERIA ELECTRONICA;2023;2;24
52272;INGENIERIA EN DISEÑO INDUSTRIAL;2023;2;130
107390;INGENIERIA FINANCIERA;2023;2;134
90442;INGENIERIA MECATRONICA;2023;2;267
109927;INTERPRETACION Y TRADUCCION LENGUA DE SEÑAS COLOMBIANA - ESPAÑOL;2023;2;97
104740;MAESTRIA EN ARTES DIGITALES;2023;2;10
53892;MAESTRIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL;2023;2;13
104905;MAESTRIA EN CIENCIAS: INNOVACION EN EDUCACION;2023;2;11
102977;MAESTRIA EN DESARROLLO SOSTENIBLE;2023;2;19
101804;MAESTRIA EN ESTUDIOS DE CIENCIA, TECNOLOGIA, SOCIEDAD E INNOVACION;2023;2;19
101977;MAESTRIA EN GESTION DE LA INNOVACION TECNOLOGICA, COOPERACION Y DESARROLLO REGIONAL;2023;2;11
106584;MAESTRIA EN GESTION DE ORGANIZACIONES;2023;2;20
53798;MAESTRIA EN GESTION ENERGETICA INDUSTRIAL;2023;2;4
104318;MAESTRIA EN INGENIERIA BIOMEDICA;2023;2;5
106505;MAESTRIA EN METROLOGIA;2023;2;6
103841;MAESTRIA EN SEGURIDAD INFORMATICA;2023;2;11
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2023;2;65
104332;QUIMICA INDUSTRIAL;2023;2;75
107534;TECNOLOGIA EN SISTEMAS DE PRODUCCION;2023;2;101
106810;TECNOLOGIA EN SISTEMAS ELECTROMECANICOS;2023;2;135
